brass_acoustic_046-101-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
keyboard_electronic_069-067-050:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 44.61566209793091, 'wrong_value_percentage': 50.837671756744385}
organ_electronic_028-081-100:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 2.063328139456644e-05, 'wrong_value_percentage': 59.49210524559021}
guitar_electronic_028-082-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 5.0531055778265, 'wrong_value_percentage': 68.65256428718567}
keyboard_electronic_069-069-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 43.86235773563385, 'wrong_value_percentage': 45.711749792099}
organ_electronic_007-040-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.099082838773029e-05, 'wrong_value_percentage': 99.97971653938293}
guitar_acoustic_030-087-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 1.077940221875906, 'wrong_value_percentage': 78.1682550907135}
guitar_electronic_022-085-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.5274874623864889, 'wrong_value_percentage': 90.70390462875366}
guitar_electronic_028-104-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 9.782932698726654, 'wrong_value_percentage': 55.438411235809326}
bass_synthetic_135-097-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 1.5446219593286514, 'wrong_value_percentage': 60.28822660446167}
keyboard_electronic_069-054-050:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 19.14621591567993, 'wrong_value_percentage': 77.17489004135132}
guitar_electronic_022-082-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.4703853279352188, 'wrong_value_percentage': 87.36884593963623}
brass_acoustic_016-087-075:{'correct_value': 1, 'wrong_value': 7, 'correct_value_percentage': 0.26891438756138086, 'wrong_value_percentage': 91.61693453788757}
guitar_acoustic_014-040-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.2817207723855972, 'wrong_value_percentage': 62.22999691963196}
guitar_electronic_028-058-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.4191998392343521, 'wrong_value_percentage': 96.05391025543213}
guitar_acoustic_014-029-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 1.4156747609376907, 'wrong_value_percentage': 80.40066957473755}
reed_acoustic_023-097-127:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 1.685991151134658e-05, 'wrong_value_percentage': 99.98886585235596}
guitar_acoustic_021-024-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.002325676381588, 'wrong_value_percentage': 94.83767747879028}
organ_electronic_007-032-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.00989793916232884, 'wrong_value_percentage': 99.7102439403534}
bass_synthetic_034-023-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.198495738208294, 'wrong_value_percentage': 98.79931211471558}
organ_electronic_028-036-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 5.283175408840179, 'wrong_value_percentage': 60.49674153327942}
organ_electronic_007-063-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.958525063296747e-07, 'wrong_value_percentage': 99.71018433570862}
brass_acoustic_046-096-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_014-021-025:{'correct_value': 3, 'wrong_value': 1, 'correct_value_percentage': 0.047391955740749836, 'wrong_value_percentage': 48.87743890285492}
brass_acoustic_016-066-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 1.2004269933640899e-05, 'wrong_value_percentage': 84.50842499732971}
brass_acoustic_046-097-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_135-096-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 2.207782492041588, 'wrong_value_percentage': 79.14441227912903}
organ_electronic_028-040-025:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.20689349621534348, 'wrong_value_percentage': 99.7767448425293}
bass_synthetic_134-042-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 26.235049962997437, 'wrong_value_percentage': 42.23278760910034}
organ_electronic_028-083-025:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.00010825825711435755, 'wrong_value_percentage': 98.94106984138489}
organ_electronic_028-056-127:{'correct_value': 6, 'wrong_value': 8, 'correct_value_percentage': 0.22122177761048079, 'wrong_value_percentage': 83.5013747215271}
bass_synthetic_135-084-050:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 1.7960557714104652, 'wrong_value_percentage': 55.36794066429138}
organ_electronic_007-010-075:{'correct_value': 6, 'wrong_value': 3, 'correct_value_percentage': 0.0007232589723571436, 'wrong_value_percentage': 99.32069182395935}
guitar_electronic_028-070-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 35.35127639770508, 'wrong_value_percentage': 47.6132333278656}
guitar_acoustic_030-101-050:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 3.6521032452583313, 'wrong_value_percentage': 89.66878652572632}
reed_acoustic_023-070-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 6.431649102189851e-08, 'wrong_value_percentage': 99.22515749931335}
guitar_acoustic_010-054-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 9.81982797384262, 'wrong_value_percentage': 83.01623463630676}
organ_electronic_028-092-100:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 1.2278219552186442e-07, 'wrong_value_percentage': 99.61150884628296}
reed_acoustic_023-032-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 0.004205023651593365, 'wrong_value_percentage': 92.55611896514893}
reed_acoustic_023-071-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.1330292259970065e-07, 'wrong_value_percentage': 99.36521053314209}
brass_acoustic_046-092-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_011-060-075:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 35.548096895217896, 'wrong_value_percentage': 63.55896592140198}
bass_synthetic_034-023-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.3574962504208088, 'wrong_value_percentage': 98.64065051078796}
guitar_electronic_022-076-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 13.251478970050812, 'wrong_value_percentage': 61.230260133743286}
guitar_electronic_022-056-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.3167129829525948, 'wrong_value_percentage': 90.91845750808716}
brass_acoustic_046-086-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_023-083-025:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.153393539738317e-05, 'wrong_value_percentage': 99.93289709091187}
guitar_acoustic_021-028-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 2.592422440648079, 'wrong_value_percentage': 79.29314970970154}
guitar_electronic_022-046-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 16.92555397748947, 'wrong_value_percentage': 79.72699999809265}
guitar_electronic_028-103-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.06492022657766938, 'wrong_value_percentage': 87.4487042427063}
organ_electronic_028-062-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.11160679860040545, 'wrong_value_percentage': 83.85171890258789}
keyboard_electronic_002-076-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 12.684357166290283, 'wrong_value_percentage': 85.71422100067139}
guitar_acoustic_021-108-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 33.650973439216614, 'wrong_value_percentage': 59.382373094558716}
guitar_acoustic_010-022-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 42.97706186771393, 'wrong_value_percentage': 55.634117126464844}
organ_electronic_007-022-100:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.035800281330011785, 'wrong_value_percentage': 98.8814651966095}
guitar_acoustic_014-095-127:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 1.5692228451371193, 'wrong_value_percentage': 50.63311457633972}
reed_acoustic_023-069-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.4037724975490828e-09, 'wrong_value_percentage': 99.95311498641968}
reed_acoustic_011-063-050:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 26.13866925239563, 'wrong_value_percentage': 73.35802912712097}
guitar_electronic_028-090-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 26.139378547668457, 'wrong_value_percentage': 51.382648944854736}
bass_synthetic_034-039-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 0.5251964088529348, 'wrong_value_percentage': 99.47267174720764}
guitar_electronic_028-092-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 17.100216448307037, 'wrong_value_percentage': 55.2041232585907}
reed_acoustic_023-093-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 6.488960035966329e-07, 'wrong_value_percentage': 99.99781847000122}
guitar_acoustic_021-028-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.7119446769356728, 'wrong_value_percentage': 88.31257224082947}
guitar_acoustic_030-048-025:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 19.056734442710876, 'wrong_value_percentage': 57.221901416778564}
brass_acoustic_046-105-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_034-062-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 7.351294159889221, 'wrong_value_percentage': 92.63927936553955}
bass_synthetic_135-073-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 8.628001064062119, 'wrong_value_percentage': 63.486701250076294}
reed_acoustic_023-057-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 4.2404999511802544e-07, 'wrong_value_percentage': 98.49309921264648}
keyboard_electronic_069-057-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 28.895288705825806, 'wrong_value_percentage': 63.52173089981079}
guitar_electronic_022-047-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 9.620628505945206, 'wrong_value_percentage': 87.42240071296692}
organ_electronic_028-043-100:{'correct_value': 6, 'wrong_value': 8, 'correct_value_percentage': 0.0001607386366231367, 'wrong_value_percentage': 99.99973773956299}
brass_acoustic_016-065-100:{'correct_value': 1, 'wrong_value': 7, 'correct_value_percentage': 0.030585448257625103, 'wrong_value_percentage': 39.979493618011475}
organ_electronic_007-023-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0034423272154526785, 'wrong_value_percentage': 93.83220076560974}
guitar_electronic_022-083-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.1378029352054, 'wrong_value_percentage': 87.07013726234436}
bass_synthetic_135-074-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 7.623991370201111, 'wrong_value_percentage': 41.957393288612366}
organ_electronic_028-025-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.1762387603521347, 'wrong_value_percentage': 96.69116139411926}
brass_acoustic_016-069-100:{'correct_value': 1, 'wrong_value': 2, 'correct_value_percentage': 0.05690899561159313, 'wrong_value_percentage': 56.660544872283936}
guitar_electronic_022-087-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 2.7653630822896957, 'wrong_value_percentage': 80.51992058753967}
brass_acoustic_046-106-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_135-074-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 6.724882125854492, 'wrong_value_percentage': 63.597846031188965}
brass_acoustic_016-065-127:{'correct_value': 1, 'wrong_value': 7, 'correct_value_percentage': 0.33512269146740437, 'wrong_value_percentage': 46.7180609703064}
guitar_electronic_028-076-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.2333632446825504, 'wrong_value_percentage': 91.57002568244934}
keyboard_synthetic_000-062-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 2.8008032590150833, 'wrong_value_percentage': 59.6376895904541}
guitar_electronic_022-083-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.13779004802927375, 'wrong_value_percentage': 87.06971406936646}
organ_electronic_028-051-025:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.06626372341997921, 'wrong_value_percentage': 98.81489872932434}
mallet_acoustic_062-052-127:{'correct_value': 5, 'wrong_value': 9, 'correct_value_percentage': 1.6354361549019814, 'wrong_value_percentage': 97.55154848098755}
bass_synthetic_134-104-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 13.877041637897491, 'wrong_value_percentage': 86.09145283699036}
bass_synthetic_135-106-075:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 21.497124433517456, 'wrong_value_percentage': 55.351072549819946}
keyboard_synthetic_000-052-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 5.301496759057045, 'wrong_value_percentage': 83.6094081401825}
reed_acoustic_023-031-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 0.025068092509172857, 'wrong_value_percentage': 94.3109393119812}
guitar_electronic_028-084-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.2211188673973083, 'wrong_value_percentage': 85.46086549758911}
brass_acoustic_046-094-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_014-101-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 34.87024009227753, 'wrong_value_percentage': 59.3397319316864}
bass_synthetic_135-097-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 1.916101947426796, 'wrong_value_percentage': 74.04094934463501}
organ_electronic_007-037-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.011631217057583854, 'wrong_value_percentage': 99.8458981513977}
organ_electronic_028-061-050:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 1.092450600117445, 'wrong_value_percentage': 47.40653336048126}
bass_synthetic_033-034-025:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 19.866715371608734, 'wrong_value_percentage': 68.06511878967285}
keyboard_acoustic_004-046-025:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 15.699267387390137, 'wrong_value_percentage': 84.14784669876099}
guitar_electronic_022-072-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 6.790954619646072, 'wrong_value_percentage': 51.65930986404419}
organ_electronic_007-068-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 4.4136814203454833e-07, 'wrong_value_percentage': 99.99877214431763}
organ_electronic_028-036-025:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.25060875341296196, 'wrong_value_percentage': 99.62669014930725}
keyboard_synthetic_000-091-025:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 28.219926357269287, 'wrong_value_percentage': 36.01199388504028}
organ_electronic_007-049-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.4732131837245106e-06, 'wrong_value_percentage': 99.96333122253418}
